date,symbol,sector,available_borrow_qty,total_lendable_qty,borrowed_qty,borrow_fee_bps,lending_rate_pct,collateral_requirement_pct,close_price,avg_daily_value,data_quality_note,short_eligible,utilization_pct,available_borrow_value,borrowed_value,days_to_cover_proxy,lending_rate_bps,intermediary_spread_bps,daily_available_change_pct,daily_fee_change_bps,hard_to_borrow_flag,hard_to_borrow_reason
2026-01-01,ADVANC,Information & Communication Technology,10264512,11609060,1344548,24.6,0.1683,113.0,211.87,2483537879.0,clean,True,11.581885182779656,2174742157.44,284869384.76,0.11470305613969659,16.830000000000002,7.77,,,False,normal
2026-01-02,ADVANC,Information & Communication Technology,10527022,11569385,1042363,15.0,0.1026,113.0,205.14,2291724434.0,clean,True,9.009666460231033,2159513293.08,213830345.82,0.09330543526421205,10.26,4.74,2.5574523172655406,-9.600000000000001,False,normal
2026-01-05,ADVANC,Information & Communication Technology,10727662,11577477,849815,15.0,0.1026,113.0,206.77,2334233041.0,clean,True,7.340243474463391,2218158671.7400002,175716247.55,0.07527793689130631,10.26,4.74,1.9059521296716175,0.0,False,normal
2026-01-06,ADVANC,Information & Communication Technology,10570424,11512654,942230,15.0,0.1026,113.0,206.78,2935935806.0,clean,True,8.18429877246376,2185752274.72,194834319.4,0.06636191397707965,10.26,4.74,-1.4657247776822202,0.0,False,normal
2026-01-07,ADVANC,Information & Communication Technology,9879792,11582244,1702452,29.9,0.2046,113.0,201.03,2730324696.0,clean,True,14.698809660718597,1986134585.76,342243925.56,0.12534916673514937,20.46,9.439999999999998,-6.533626276486171,14.899999999999999,False,normal
2026-01-08,ADVANC,Information & Communication Technology,9981894,11413103,1431209,15.0,0.1026,113.0,203.65,1399005174.0,clean,True,12.540051553026377,2032812713.1000001,291465712.85,0.208337837676932,10.26,4.74,1.0334428093222936,-14.899999999999999,False,normal
2026-01-09,ADVANC,Information & Communication Technology,10862456,11443587,581131,15.0,0.1026,113.0,197.39,2326819722.0,clean,True,5.078224161707339,2144140189.84,114709448.08999999,0.049298812024595684,10.26,4.74,8.821592375154452,0.0,False,normal
2026-01-12,ADVANC,Information & Communication Technology,11201586,11714272,512686,15.0,0.1026,113.0,194.26,1860614239.0,clean,True,4.37659292869416,2176020096.36,99594382.36,0.053527690088799755,10.26,4.74,3.12203796268542,0.0,False,normal
2026-01-13,ADVANC,Information & Communication Technology,11451236,11902364,451128,15.0,0.1026,113.0,196.23,1705796897.0,clean,True,3.790238645028836,2247076040.2799997,88524847.44,0.05189647583231592,10.26,4.74,2.228702256983972,0.0,False,normal
2026-01-14,ADVANC,Information & Communication Technology,11301842,11683399,381557,15.0,0.1026,113.0,199.92,1675279993.0,clean,True,3.265804754250026,2259464252.64,76280875.44,0.0455332098268543,10.26,4.74,-1.3046102621586009,0.0,False,normal
2026-01-15,ADVANC,Information & Communication Technology,11193078,11643789,450711,15.0,0.1026,113.0,202.46,1670190329.0,clean,True,3.870827614619262,2266150571.88,91250949.06,0.05463506013391603,10.26,4.74,-0.9623564017263719,0.0,False,normal
2026-01-16,ADVANC,Information & Communication Technology,11150650,11583139,432489,17.3,0.1184,113.0,202.18,2054335470.0,clean,True,3.7337806271685077,2254438417.0,87440626.02,0.042563946977949026,11.84,5.460000000000001,-0.379055698530828,2.3000000000000007,False,normal
2026-01-19,ADVANC,Information & Communication Technology,11148148,11603728,455580,15.0,0.1026,113.0,202.44,2256620997.0,clean,True,3.9261520090784616,2256831081.12,92227615.2,0.04086978510020484,10.26,4.74,-0.022438153829595908,-2.3000000000000007,False,normal
2026-01-20,ADVANC,Information & Communication Technology,11362671,11761126,398455,15.0,0.1026,113.0,200.92,3788509120.0,clean,True,3.387898403605233,2282987857.3199997,80057578.6,0.021131684275845164,10.26,4.74,1.9242927166019053,0.0,False,normal
2026-01-21,ADVANC,Information & Communication Technology,11189535,11794316,604781,15.0,0.1026,113.0,199.65,1947197696.0,clean,True,5.127732714639832,2233990662.75,120744526.65,0.062009382456664534,10.26,4.74,-1.5237262435918497,0.0,False,normal
2026-01-22,ADVANC,Information & Communication Technology,11531726,11737732,206006,15.0,0.1026,113.0,204.12,2519202123.0,clean,True,1.755075000860473,2353855911.12,42049944.72,0.01669177091273831,10.26,4.74,3.0581342298853453,0.0,False,normal
2026-01-23,ADVANC,Information & Communication Technology,11094189,11654006,559817,15.0,0.1026,113.0,204.59,1608788587.0,clean,True,4.8036443434129,2269760127.51,114532960.03,0.07119205155698932,10.26,4.74,-3.794202186212192,0.0,False,normal
2026-01-26,ADVANC,Information & Communication Technology,11087075,11627527,540452,15.0,0.1026,113.0,192.4,2124445402.0,clean,True,4.648039088621338,2133153230.0,103982964.8,0.04894593417280017,10.26,4.74,-0.06412365969247213,0.0,False,normal
2026-01-27,ADVANC,Information & Communication Technology,10840798,11573940,733142,35.9,0.2456,113.0,190.09,1762401437.0,clean,True,6.334420257924267,2060727291.82,139362962.78,0.07907560664341425,24.560000000000002,11.339999999999996,-2.221298223381729,20.9,False,normal
2026-01-28,ADVANC,Information & Communication Technology,10518238,11453129,934891,41.5,0.2839,113.0,191.69,2108219236.0,clean,True,8.162756221465767,2016241042.22,179209255.79,0.08500503777302598,28.389999999999997,13.110000000000003,-2.9754267167417026,5.600000000000001,False,normal
2026-01-29,ADVANC,Information & Communication Technology,10843961,11492014,648053,27.7,0.1895,113.0,197.37,1688271985.0,clean,True,5.639159506767047,2140272582.57,127906220.61,0.0757616200152726,18.95,8.75,3.0967449110773204,-13.8,False,normal
2026-01-30,ADVANC,Information & Communication Technology,10809179,11511159,701980,15.0,0.1026,113.0,193.87,1169178936.0,clean,True,6.09825648312216,2095575532.73,136092862.6,0.1164003715852096,10.26,4.74,-0.3207499547443926,-12.7,False,normal
2026-02-02,ADVANC,Information & Communication Technology,10761610,11530817,769207,15.0,0.1026,113.0,192.8,1383237984.0,clean,True,6.670880302757385,2074838408.0000002,148303109.6,0.10721445717615574,10.26,4.74,-0.4400796767266013,0.0,False,normal
2026-02-03,ADVANC,Information & Communication Technology,10890041,11519771,629730,15.0,0.1026,113.0,195.18,1454533646.0,clean,True,5.466514915964909,2125518202.38,122910701.4,0.08450179322974562,10.26,4.74,1.1934180852121612,0.0,False,normal
2026-02-04,ADVANC,Information & Communication Technology,10913875,11482735,568860,15.0,0.1026,113.0,190.75,2261410328.0,clean,True,4.954046226791788,2081821656.25,108510045.0,0.04798335076852979,10.26,4.74,0.21886051668675854,0.0,False,normal
2026-02-05,ADVANC,Information & Communication Technology,10855055,11501475,646420,15.0,0.1026,113.0,191.16,1727812128.0,clean,True,5.620322610795572,2075052313.8,123569647.2,0.0715179880945945,10.26,4.74,-0.5389469826253324,0.0,False,normal
2026-02-06,ADVANC,Information & Communication Technology,10750191,11499696,749505,17.0,0.1163,113.0,190.61,1663966414.0,clean,True,6.517607074134829,2049093906.5100002,142863148.05,0.08585699016999511,11.63,5.369999999999999,-0.9660384033061131,2.0,False,normal
2026-02-09,ADVANC,Information & Communication Technology,10637381,11580037,942656,15.0,0.1026,113.0,186.67,2070544203.0,clean,True,8.140353955691161,1985679911.27,175965595.51999998,0.08498519146079779,10.26,4.74,-1.0493767040976265,-2.0,False,normal
2026-02-10,ADVANC,Information & Communication Technology,10649281,11794816,1145535,28.8,0.197,113.0,183.19,2256551989.0,clean,True,9.712190508101186,1950841786.3899999,209850556.65,0.09299610984943277,19.7,9.100000000000001,0.11186964159692891,13.8,False,normal
2026-02-11,ADVANC,Information & Communication Technology,10274392,11444352,1169960,29.3,0.2005,113.0,184.9,2584098698.0,clean,True,10.223034034605018,1899735080.8,216325604.0,0.08371414147897226,20.05,9.25,-3.520322170107071,0.5,False,normal
2026-02-12,ADVANC,Information & Communication Technology,10304854,11616107,1311253,15.0,0.1026,113.0,183.82,1967206062.0,clean,True,11.288231074317755,1894238262.28,241034526.45999998,0.12252632355908223,10.26,4.74,0.2964846970993529,-14.3,False,normal
2026-02-13,ADVANC,Information & Communication Technology,10230275,11669764,1439489,26.9,0.184,113.0,189.72,1965931873.0,clean,True,12.3352023228576,1940887773.0,273099853.08,0.13891623449964788,18.4,8.5,-0.7237268960821774,11.899999999999999,False,normal
2026-02-16,ADVANC,Information & Communication Technology,10033957,11542138,1508181,40.4,0.2764,113.0,191.72,1484874813.0,clean,True,13.066738588639296,1923710236.04,289148461.32,0.19472918443260037,27.639999999999997,12.760000000000002,-1.9189904474708697,13.5,False,normal
2026-02-17,ADVANC,Information & Communication Technology,10411771,11513067,1101296,41.4,0.2832,113.0,188.72,1516980371.0,clean,True,9.565617919186955,1964909423.12,207836581.12,0.13700677022141905,28.32,13.079999999999998,3.765353987464759,1.0,False,normal
2026-02-18,ADVANC,Information & Communication Technology,10546488,11579206,1032718,24.0,0.1642,113.0,183.71,1760957289.0,clean,True,8.918728969844738,1937495310.48,189720623.78,0.10773720916748482,16.42,7.579999999999998,1.2938913082126025,-17.4,False,normal
2026-02-19,ADVANC,Information & Communication Technology,9826686,11690227,1863541,43.6,0.2983,113.0,185.59,1337736835.0,clean,True,15.94101637205163,1823734654.74,345854574.19,0.2585370792978127,29.830000000000002,13.77,-6.825039766792507,19.6,False,normal
2026-02-20,ADVANC,Information & Communication Technology,9342641,11474405,2131764,30.3,0.2073,113.0,191.78,3490599513.0,clean,True,18.578427378151634,1791731690.98,408829699.92,0.11712306106655898,20.73,9.57,-4.925821380677064,-13.3,False,normal
2026-02-23,ADVANC,Information & Communication Technology,9588621,11429403,1840782,39.2,0.2682,113.0,191.4,1419815112.0,clean,True,16.105670611142155,1835262059.4,352325674.8,0.24814898209084565,26.82,12.380000000000003,2.6328743660384735,8.900000000000002,False,normal
2026-02-24,ADVANC,Information & Communication Technology,9298146,11432122,2133976,36.5,0.2497,113.0,184.98,2202353753.0,clean,True,18.666490787974446,1719971047.08,394742880.47999996,0.17923681876369293,24.97,11.530000000000001,-3.029372002501718,-2.700000000000003,False,normal
2026-02-25,ADVANC,Information & Communication Technology,8874619,11257660,2383041,46.2,0.3161,113.0,186.7,2154516374.0,clean,True,21.168173492537527,1656891367.3,444913754.7,0.2065028421547749,31.61,14.590000000000003,-4.55496181711924,9.700000000000003,False,normal
2026-02-26,ADVANC,Information & Communication Technology,9118010,11170952,2052942,21.3,0.1457,113.0,185.94,1806810227.0,clean,True,18.377502651519762,1695402779.4,381724035.48,0.21126957871707908,14.57,6.73,2.7425515393956656,-24.900000000000002,False,normal
2026-02-27,ADVANC,Information & Communication Technology,8978552,10988417,2009865,27.8,0.1902,113.0,177.44,3182171959.0,clean,True,18.290760170459492,1593154266.8799999,356630445.6,0.11207139343659839,19.02,8.780000000000001,-1.5294784717279297,6.5,False,normal
2026-03-02,ADVANC,Information & Communication Technology,8666005,11014864,2348859,57.8,0.3954,113.0,168.97,1754571449.0,clean,True,21.324448490694028,1464294864.85,396886705.23,0.22620150661644559,39.54,18.259999999999998,-3.4810401499039023,29.999999999999996,False,normal
2026-03-03,ADVANC,Information & Communication Technology,9013920,11014873,2000953,49.4,0.338,113.0,172.72,2068882741.0,clean,True,18.16591984310668,1556884262.4,345604602.16,0.16704890775634346,33.800000000000004,15.599999999999994,4.014710353848172,-8.399999999999999,False,normal
2026-03-04,ADVANC,Information & Communication Technology,9755814,11026235,1270421,36.1,0.247,113.0,169.6,2657321686.0,clean,True,11.521802319649455,1654586054.3999999,215463401.6,0.08108291996981806,24.7,11.400000000000002,8.23053676979606,-13.299999999999997,False,normal
2026-03-05,ADVANC,Information & Communication Technology,9418507,10978893,1560386,16.5,0.1129,113.0,167.55,1632252982.0,clean,True,14.212598665457437,1578070847.8500001,261442674.3,0.1601728881387334,11.29,5.210000000000001,-3.457497242157348,-19.6,False,normal
2026-03-06,ADVANC,Information & Communication Technology,10032324,10998340,966016,24.4,0.1669,113.0,167.13,1282337942.0,clean,True,8.783289114539103,1676702310.12,161450254.07999998,0.12590304692084045,16.689999999999998,7.710000000000001,6.517136951748292,7.899999999999999,False,normal
2026-03-09,ADVANC,Information & Communication Technology,10237385,10843118,605733,15.0,0.1026,113.0,166.47,1347504065.0,clean,True,5.586335959822627,1704217480.95,100836372.51,0.07483196164606747,10.26,4.74,2.044002964816527,-9.399999999999999,False,normal
2026-03-10,ADVANC,Information & Communication Technology,10119877,10887070,767193,15.0,0.1026,113.0,166.74,3141192317.0,clean,True,7.046827107752591,1687388290.98,127921760.82000001,0.04072395062463793,10.26,4.74,-1.147832185660691,0.0,False,normal
2026-03-11,ADVANC,Information & Communication Technology,10420528,10852746,432218,15.0,0.1026,113.0,162.12,1610627988.0,clean,True,3.9825680984333367,1689375999.3600001,70071182.16,0.043505503866855685,10.26,4.74,2.9708957925081547,0.0,False,normal
2026-03-12,ADVANC,Information & Communication Technology,10519485,10871461,351976,15.0,0.1026,113.0,159.57,1986437912.0,clean,True,3.2376145211761327,1678594221.4499998,56164810.32,0.02827413330198261,10.26,4.74,0.9496351816338011,0.0,False,normal
2026-03-13,ADVANC,Information & Communication Technology,10126202,10839622,713420,15.0,0.1026,113.0,161.2,2247222808.0,clean,True,6.581594819450346,1632343762.3999999,115003303.99999999,0.05117574616570908,10.26,4.74,-3.738614580466626,0.0,False,normal
2026-03-16,ADVANC,Information & Communication Technology,10008496,10987953,979457,15.0,0.1026,113.0,157.55,1761994581.0,clean,True,8.91391690517788,1576838544.8000002,154313450.35000002,0.08757884502824133,10.26,4.74,-1.162390400665525,0.0,False,normal
2026-03-17,ADVANC,Information & Communication Technology,9988695,10791055,802360,15.0,0.1026,113.0,156.01,1924446695.0,clean,True,7.43541757501931,1558336306.9499998,125176183.6,0.06504528492538994,10.26,4.74,-0.19784191351027713,0.0,False,normal
2026-03-18,ADVANC,Information & Communication Technology,9171155,10672239,1501084,453.7,3.104,113.0,154.19,2698012690.0,clean,True,14.065314691696841,1414100389.45,231452141.96,0.08578615764776111,310.40000000000003,143.29999999999995,-8.184652749933797,438.7,False,expensive (454 bps); fee spiking
2026-03-19,ADVANC,Information & Communication Technology,9464166,10776918,1312752,366.7,2.5088,113.0,151.71,1925754191.0,clean,True,12.181144924736367,1435808623.8600001,199157605.92000002,0.10341797870712774,250.88,115.82,3.194919287701503,-87.0,False,expensive (367 bps)
2026-03-20,ADVANC,Information & Communication Technology,9186102,10714156,1528054,287.6,1.9676,113.0,150.71,1605688690.0,clean,True,14.262009998734385,1384437432.42,230293018.34,0.14342320511705167,196.76,90.84000000000003,-2.93807188081866,-79.09999999999997,False,normal
2026-03-23,ADVANC,Information & Communication Technology,8413101,10700628,2287527,227.6,1.5571,113.0,159.03,1850526582.0,clean,True,21.377502329769804,1337935452.03,363785418.81,0.1965848112361782,155.70999999999998,71.89000000000001,-8.414896764699542,-60.00000000000003,False,normal
2026-03-24,ADVANC,Information & Communication Technology,8446270,10530235,2083965,181.8,1.2438,113.0,153.41,1855277169.0,clean,True,19.790299076896193,1295742280.7,319701070.65,0.17231984308970924,124.38,57.420000000000016,0.39425415194707103,-45.79999999999998,False,normal
2026-03-25,ADVANC,Information & Communication Technology,8171736,10488178,2316442,150.1,1.0269,113.0,155.73,2128950027.0,clean,True,22.086219360502845,1272584447.28,360739512.65999997,0.16944480052842498,102.69,47.41,-3.2503578502700026,-31.700000000000017,False,normal
2026-03-26,ADVANC,Information & Communication Technology,8333593,10474406,2140813,126.9,0.8682,113.0,156.6,2133044599.0,clean,True,20.43851460407397,1305040663.8,335251315.8,0.1571703263762841,86.82,40.08000000000001,1.9806929641388304,-23.19999999999999,False,normal
2026-03-27,ADVANC,Information & Communication Technology,8611281,10496350,1885069,124.2,0.8497,113.0,153.62,1883875910.0,clean,True,17.959281083424237,1322864987.22,289584299.78000003,0.15371729010537644,84.97,39.230000000000004,3.3321521701383805,-2.700000000000003,False,normal
2026-03-30,ADVANC,Information & Communication Technology,9319199,10581326,1262127,77.3,0.5289,113.0,156.27,2278537018.0,clean,True,11.927871799810346,1456311227.73,197232586.29000002,0.08656106296799257,52.89,24.409999999999997,8.220821036963022,-46.900000000000006,False,normal
2026-03-31,ADVANC,Information & Communication Technology,9235922,10729719,1493797,85.1,0.5822,113.0,159.78,1574712414.0,clean,True,13.9220514535376,1475715617.16,238678884.66,0.1515698247743667,58.220000000000006,26.87999999999999,-0.893606843249084,7.799999999999997,False,normal
2026-04-01,ADVANC,Information & Communication Technology,8635638,10650179,2014541,120.2,0.8224,113.0,162.36,3039142035.0,clean,True,18.915560010775405,1402082185.68,327080876.76000005,0.10762276754202442,82.24000000000001,37.959999999999994,-6.499448566152899,35.10000000000001,False,normal
2026-04-02,ADVANC,Information & Communication Technology,8057452,10470210,2412758,150.8,1.0317,113.0,163.33,1531861759.0,clean,True,23.044026815125964,1316023635.16,394075764.14000005,0.257252824430615,103.17,47.63000000000001,-6.6953478133289,30.60000000000001,False,normal
2026-04-03,ADVANC,Information & Communication Technology,7860535,10386093,2525558,150.1,1.0269,113.0,163.4,1520210480.0,clean,True,24.316728147918568,1284411419.0,412676177.2,0.2714598949482311,102.69,47.41,-2.4439115492093544,-0.700000000000017,False,normal
2026-04-06,ADVANC,Information & Communication Technology,7787359,10498034,2710675,159.3,1.0899,113.0,167.46,3651966351.0,clean,True,25.820787015930794,1304071138.14,453929635.5,0.12429732146236853,108.99000000000001,50.31,-0.9309290016519256,9.200000000000017,False,normal
2026-04-07,ADVANC,Information & Communication Technology,8014134,10417887,2403753,162.9,1.1145,113.0,167.83,2610738630.0,clean,True,23.073325713745984,1345012109.22,403421865.99,0.1545240344453784,111.45,51.45,2.9120912494210227,3.5999999999999943,False,normal
2026-04-08,ADVANC,Information & Communication Technology,8302259,10698456,2396197,161.6,1.1056,113.0,164.34,1953121057.0,clean,True,22.39759643821501,1364393244.06,393791014.98,0.2016214067062818,110.55999999999999,51.040000000000006,3.5952106615636747,-1.3000000000000114,False,normal
2026-04-09,ADVANC,Information & Communication Technology,8141571,10676262,2534691,136.9,0.9366,113.0,169.02,3006014544.0,clean,True,23.741371277700004,1376088330.42,428413472.82000005,0.14251876248407136,93.66,43.24000000000001,-1.9354732248174855,-24.69999999999999,False,normal
2026-04-10,ADVANC,Information & Communication Technology,7593388,10498219,2904831,129.8,0.888,113.0,167.53,2211999115.0,clean,True,27.669750459577955,1272120291.64,486646337.43,0.22000295304367698,88.8,41.000000000000014,-6.733135410843927,-7.099999999999994,False,normal
2026-04-13,ADVANC,Information & Communication Technology,8541638,10533772,1992134,135.5,0.927,113.0,163.06,1389637334.0,clean,True,18.911876961073393,1392799492.28,324837370.04,0.23375693937710515,92.7,42.8,12.487838103360449,5.699999999999989,False,normal
2026-04-14,ADVANC,Information & Communication Technology,8686644,10485612,1798968,125.7,0.86,113.0,165.75,1711976119.0,clean,True,17.15653793026101,1439811243.0,298178946.0,0.17417237465565372,86.0,39.7,1.6976369169473093,-9.799999999999997,False,normal
2026-04-15,ADVANC,Information & Communication Technology,8496377,10561514,2065137,92.5,0.6328,113.0,165.7,1599425122.0,clean,True,19.553418193641555,1407849668.8999999,342193200.9,0.21394762167553347,63.28,29.22,-2.190339560364163,-33.2,False,normal
2026-04-16,ADVANC,Information & Communication Technology,9168215,10542746,1374531,101.0,0.691,113.0,166.33,2060821403.0,clean,True,13.03769435401365,1524949200.95,228625741.23000002,0.11093913373433652,69.1,31.900000000000006,7.907346860903175,8.5,False,normal
2026-04-17,ADVANC,Information & Communication Technology,9681922,10630425,948503,86.5,0.5918,113.0,171.3,1877239667.0,clean,True,8.92253131930285,1658513238.6000001,162478563.9,0.08655184884285742,59.18,27.32,5.603129944051277,-14.5,False,normal
2026-04-20,ADVANC,Information & Communication Technology,10050872,10687561,636689,40.0,0.2737,113.0,172.17,1732455261.0,clean,True,5.957289974765992,1730458632.2399998,109618745.13,0.06327363689999496,27.37,12.629999999999999,3.810710311444354,-46.5,False,normal
2026-04-21,ADVANC,Information & Communication Technology,10158068,10727714,569646,15.0,0.1026,113.0,167.6,2945983929.0,clean,True,5.310040890351849,1702492196.8,95472669.6,0.03240773605727297,10.26,4.74,1.0665343265738425,-25.0,False,normal
2026-04-22,ADVANC,Information & Communication Technology,9922991,10708649,785658,15.0,0.1026,113.0,168.47,1702793553.0,clean,True,7.336667772003732,1671726293.77,132359803.26,0.07773097509490043,10.26,4.74,-2.3141900605508803,0.0,False,normal
2026-04-23,ADVANC,Information & Communication Technology,9532384,10649410,1117026,15.0,0.1026,113.0,167.65,2845373177.0,clean,True,10.489088127886896,1598104177.6000001,187269408.9,0.06581541233809136,10.26,4.74,-3.9363836972138744,0.0,False,normal
2026-04-24,ADVANC,Information & Communication Technology,9070151,10929045,1858894,15.0,0.1026,113.0,167.82,2861487663.0,clean,True,17.008750535842793,1522152740.82,311959591.08,0.10902007201140254,10.26,4.74,-4.849080775596115,0.0,False,normal
